Date;Time;PV_Power
7/23/22;11.45;74.2
7/23/22;12.0;76.29333
7/23/22;12.15;78.2
7/23/22;12.3;79.4
7/23/22;12.45;79.6
7/23/22;13.0;81.03333
7/23/22;13.15;81.4
7/23/22;13.3;81.6
7/23/22;13.45;80.32667
7/23/22;14.0;78.96667
7/23/22;14.15;78.3
7/23/22;14.3;78.60001
7/23/22;14.45;77.10001
7/23/22;15.0;75.60001
7/23/22;15.15;72.75
7/23/22;15.3;69.82333
7/23/22;15.45;67.26667
7/23/22;16.0;63.78334
7/23/22;16.15;60.57333
7/23/22;16.3;57.5
7/23/22;16.45;53.43333
7/23/22;17.0;48.93333
7/23/22;17.15;41.87333
7/23/22;17.3;31.85333
7/23/22;17.45;25.19333
7/23/22;18.0;20.46667
7/23/22;18.15;16.47
7/23/22;18.3;14.06667
7/23/22;18.45;10.86667
7/23/22;19.0;8.3
7/23/22;19.15;5.933333
7/23/22;19.3;3.8
7/23/22;19.45;2.2
7/23/22;20.0;0.57
7/23/22;20.15;0.0
7/23/22;20.3;0.0
7/23/22;20.45;0.0
7/23/22;21.0;0.0
7/23/22;21.15;0.0
7/23/22;21.3;0.0
7/23/22;21.45;0.0
7/23/22;22.0;0.0
7/23/22;22.15;0.0
7/23/22;22.3;0.0
7/23/22;22.45;0.0
7/23/22;23.0;0.0
7/23/22;23.15;0.0
7/23/22;23.3;0.0
7/23/22;23.45;0.0
7/24/22;0.0;0.0
7/24/22;0.15;0.0
7/24/22;0.3;0.0
7/24/22;0.45;0.0
7/24/22;1.0;0.0
7/24/22;1.15;0.0
7/24/22;1.3;0.0
7/24/22;1.45;0.0
7/24/22;2.0;0.0
7/24/22;2.15;0.0
7/24/22;2.3;0.0
7/24/22;2.45;0.0
7/24/22;3.0;0.0
7/24/22;3.15;0.0
7/24/22;3.3;0.0
7/24/22;3.45;0.0
7/24/22;4.0;0.0
7/24/22;4.15;0.0
7/24/22;4.3;0.0
7/24/22;4.45;0.0
7/24/22;5.0;0.0
7/24/22;5.15;0.0
7/24/22;5.3;0.0
7/24/22;5.45;0.0
7/24/22;6.0;0.0
7/24/22;6.15;0.1
7/24/22;6.3;1.3
7/24/22;6.45;2.833333
7/24/22;7.0;6.633333
7/24/22;7.15;8.133333
7/24/22;7.3;10.30667
7/24/22;7.45;13.4
7/24/22;8.0;17.58667
7/24/22;8.15;22.30333
7/24/22;8.3;24.44
7/24/22;8.45;27.6
7/24/22;9.0;36.11
7/24/22;9.15;40.06
7/24/22;9.3;44.91
7/24/22;9.45;51.36333
7/24/22;10.0;55.88333
7/24/22;10.15;56.58333
7/24/22;10.3;61.61666
7/24/22;10.45;65.64667
7/24/22;11.0;68.59666
7/24/22;11.15;69.71
7/24/22;11.3;72.83334
7/24/22;11.45;73.07667
7/24/22;12.0;74.47667
7/24/22;12.15;74.82333
7/24/22;12.3;78.43999
7/24/22;12.45;78.84666
7/24/22;13.0;77.36667
7/24/22;13.15;76.46
7/24/22;13.3;79.9
7/24/22;13.45;81.34
7/24/22;14.0;78.12334
7/24/22;14.15;74.65667
7/24/22;14.3;71.21
7/24/22;14.45;71.45667
7/24/22;15.0;70.65
7/24/22;15.15;67.97334
7/24/22;15.3;69.00333
7/24/22;15.45;65.51334
7/24/22;16.0;62.22
7/24/22;16.15;58.17
7/24/22;16.3;53.19667
7/24/22;16.45;45.61666
7/24/22;17.0;46.72667
7/24/22;17.15;40.33
7/24/22;17.3;31.20333
7/24/22;17.45;25.07333
7/24/22;18.0;21.26667
7/24/22;18.15;17.35667
7/24/22;18.3;6.616667
7/24/22;18.45;4.5
7/24/22;19.0;4.5
7/24/22;19.15;3.833333
7/24/22;19.3;1.8
7/24/22;19.45;0.5
7/24/22;20.0;0.5
7/24/22;20.15;0.5
7/24/22;20.3;0.5
7/24/22;20.45;0.5
7/24/22;21.0;0.5
7/24/22;21.15;0.5
7/24/22;21.3;0.5
7/24/22;21.45;0.5
7/24/22;22.0;0.5
7/24/22;22.15;0.5
7/24/22;22.3;0.5
7/24/22;22.45;0.5
7/24/22;23.0;0.5
7/24/22;23.15;0.5
7/24/22;23.3;0.5
7/24/22;23.45;0.5
7/25/22;0.0;0.5
7/25/22;0.15;0.5
7/25/22;0.3;0.5
7/25/22;0.45;0.5
7/25/22;1.0;0.5
7/25/22;1.15;0.5
7/25/22;1.3;0.5
7/25/22;1.45;0.5
7/25/22;2.0;0.5
7/25/22;2.15;0.5
7/25/22;2.3;0.5
7/25/22;2.45;0.5
7/25/22;3.0;0.5
7/25/22;3.15;0.5
7/25/22;3.3;0.5
7/25/22;3.45;0.5
7/25/22;4.0;0.5
7/25/22;4.15;0.5
7/25/22;4.3;0.5
7/25/22;4.45;0.5
7/25/22;5.0;0.5
7/25/22;5.15;0.5
7/25/22;5.3;0.5
7/25/22;5.45;0.5
7/25/22;6.0;0.5
7/25/22;6.15;0.5
7/25/22;6.3;1.1
7/25/22;6.45;3.133333
7/25/22;7.0;2.7
7/25/22;7.15;4.466667
7/25/22;7.3;9.406667
7/25/22;7.45;5.533333
7/25/22;8.0;4.633333
7/25/22;8.15;6.5
7/25/22;8.3;8.716667
7/25/22;8.45;4.733333
7/25/22;9.0;3.5
7/25/22;9.15;3.5
7/25/22;9.3;2.5
7/25/22;9.45;2.5
7/25/22;10.0;3.8
7/25/22;10.15;6.0
7/25/22;10.3;9.5
7/25/22;10.45;10.5
7/25/22;11.0;11.2
7/25/22;11.15;12.4
7/25/22;11.3;16.0
7/25/22;11.45;15.4
7/25/22;12.0;14.86667
7/25/22;12.15;20.51
7/25/22;12.3;37.25333
7/25/22;12.45;43.17
7/25/22;13.0;36.15333
7/25/22;13.15;34.59
7/25/22;13.3;39.04667
7/25/22;13.45;34.26667
7/25/22;14.0;40.64667
7/25/22;14.15;52.19333
7/25/22;14.3;53.37333
7/25/22;14.45;63.94667
7/25/22;15.0;67.01
7/25/22;15.15;66.43667
7/25/22;15.3;56.64
7/25/22;15.45;41.42
7/25/22;16.0;42.03333
7/25/22;16.15;66.06
7/25/22;16.3;56.49
7/25/22;16.45;36.11666
7/25/22;17.0;25.38333
7/25/22;17.15;23.78667
7/25/22;17.3;18.83333
7/25/22;17.45;15.54333
7/25/22;18.0;14.63333
7/25/22;18.15;13.5
7/25/22;18.3;11.86667
7/25/22;18.45;12.73333
7/25/22;19.0;10.1
7/25/22;19.15;6.63
7/25/22;19.3;3.566667
7/25/22;19.45;2.16
7/25/22;20.0;0.7
7/25/22;20.15;0.5
7/25/22;20.3;0.5
7/25/22;20.45;0.5
7/25/22;21.0;0.5
7/25/22;21.15;0.5
7/25/22;21.3;0.5
7/25/22;21.45;0.5
7/25/22;22.0;0.5
7/25/22;22.15;0.5
7/25/22;22.3;0.5
7/25/22;22.45;0.5
7/25/22;23.0;0.5
7/25/22;23.15;0.5
7/25/22;23.3;0.5
7/25/22;23.45;0.5
7/26/22;0.0;0.5
7/26/22;0.15;0.5
7/26/22;0.3;0.5
7/26/22;0.45;0.5
7/26/22;1.0;0.5
7/26/22;1.15;0.5
7/26/22;1.3;0.5
7/26/22;1.45;0.5
7/26/22;2.0;0.5
7/26/22;2.15;0.5
7/26/22;2.3;0.5
7/26/22;2.45;0.5
7/26/22;3.0;0.5
7/26/22;3.15;0.5
7/26/22;3.3;0.5
7/26/22;3.45;0.5
7/26/22;4.0;0.5
7/26/22;4.15;0.5
7/26/22;4.3;0.5
7/26/22;4.45;0.5
7/26/22;5.0;0.5
7/26/22;5.15;0.5
7/26/22;5.3;0.5
7/26/22;5.45;0.5
7/26/22;6.0;0.5
7/26/22;6.15;0.5
7/26/22;6.3;0.5
7/26/22;6.45;0.5
7/26/22;7.0;0.5
7/26/22;7.15;0.5
7/26/22;7.3;0.5
7/26/22;7.45;1.333333
7/26/22;8.0;1.5
7/26/22;8.15;1.9
7/26/22;8.3;1.5
7/26/22;8.45;1.8
7/26/22;9.0;1.38
7/26/22;9.15;1.42
7/26/22;9.3;2.5
7/26/22;9.45;3.2
7/26/22;10.0;5.913333
7/26/22;10.15;5.533333
7/26/22;10.3;9.626667
7/26/22;10.45;6.8
7/26/22;11.0;5.0
7/26/22;11.15;15.71
7/26/22;11.3;12.82667
7/26/22;11.45;35.27667
7/26/22;12.0;28.72333
7/26/22;12.15;43.01
7/26/22;12.3;31.65333
7/26/22;12.45;68.6
7/26/22;13.0;79.09333
7/26/22;13.15;85.52666
7/26/22;13.3;82.58667
7/26/22;13.45;83.98666
7/26/22;14.0;80.86667
7/26/22;14.15;71.3
7/26/22;14.3;78.77666
7/26/22;14.45;75.65667
7/26/22;15.0;75.07
7/26/22;15.15;72.19
7/26/22;15.3;70.65667
7/26/22;15.45;59.64
7/26/22;16.0;64.66666
7/26/22;16.15;65.72334
7/26/22;16.3;43.06333
7/26/22;16.45;18.73333
7/26/22;17.0;23.91333
7/26/22;17.15;24.64667
7/26/22;17.3;16.23333
7/26/22;17.45;16.67667
7/26/22;18.0;18.71667
7/26/22;18.15;20.63
7/26/22;18.3;14.84667
7/26/22;18.45;7.11
7/26/22;19.0;6.766666
7/26/22;19.15;3.886667
7/26/22;19.3;1.076667
7/26/22;19.45;1.1
7/26/22;20.0;0.5133333
7/26/22;20.15;0.0
7/26/22;20.3;0.0
7/26/22;20.45;0.0
7/26/22;21.0;0.0
7/26/22;21.15;0.0
7/26/22;21.3;0.0
7/26/22;21.45;0.0
7/26/22;22.0;0.0
7/26/22;22.15;0.0
7/26/22;22.3;0.0
7/26/22;22.45;0.0
7/26/22;23.0;0.0
7/26/22;23.15;0.0
7/26/22;23.3;0.0
7/26/22;23.45;0.0
7/27/22;0.0;0.0
7/27/22;0.15;0.0
7/27/22;0.3;0.0
7/27/22;0.45;0.0
7/27/22;1.0;0.0
7/27/22;1.15;0.0
7/27/22;1.3;0.0
7/27/22;1.45;0.0
7/27/22;2.0;0.0
7/27/22;2.15;0.0
7/27/22;2.3;0.0
7/27/22;2.45;0.0
7/27/22;3.0;0.0
7/27/22;3.15;0.0
7/27/22;3.3;0.0
7/27/22;3.45;0.0
7/27/22;4.0;0.0
7/27/22;4.15;0.0
7/27/22;4.3;0.0
7/27/22;4.45;0.0
7/27/22;5.0;0.0
7/27/22;5.15;0.0
7/27/22;5.3;0.0
7/27/22;5.45;0.0
7/27/22;6.0;0.0
7/27/22;6.15;0.0
7/27/22;6.3;0.0
7/27/22;6.45;0.2333333
7/27/22;7.0;0.2666667
7/27/22;7.15;1.233333
7/27/22;7.3;4.436666
7/27/22;7.45;10.48
7/27/22;8.0;9.753333
7/27/22;8.15;17.19333
7/27/22;8.3;20.76667
7/27/22;8.45;12.43
7/27/22;9.0;26.97667
7/27/22;9.15;22.56333
7/27/22;9.3;31.84667
7/27/22;9.45;43.59333
7/27/22;10.0;59.83333
7/27/22;10.15;49.15
7/27/22;10.3;63.12667
7/27/22;10.45;66.39667
7/27/22;11.0;67.79
7/27/22;11.15;70.53333
7/27/22;11.3;72.72666
7/27/22;11.45;74.83333
7/27/22;12.0;76.53333
7/27/22;12.15;78.02666
7/27/22;12.3;80.69667
7/27/22;12.45;80.0
7/27/22;13.0;80.88
7/27/22;13.15;80.93333
7/27/22;13.3;80.64
7/27/22;13.45;81.0
7/27/22;14.0;72.88333
7/27/22;14.15;40.49667
7/27/22;14.3;71.90334
7/27/22;14.45;74.49
7/27/22;15.0;74.73
7/27/22;15.15;66.05334
7/27/22;15.3;68.28333
7/27/22;15.45;68.5
7/27/22;16.0;30.07
7/27/22;16.15;50.28667
7/27/22;16.3;61.86666
7/27/22;16.45;39.25
7/27/22;17.0;20.49667
7/27/22;17.15;16.0
7/27/22;17.3;19.26
7/27/22;17.45;26.10333
7/27/22;18.0;22.73
7/27/22;18.15;16.55333
7/27/22;18.3;9.5
7/27/22;18.45;7.0
7/27/22;19.0;6.013333
7/27/22;19.15;2.533333
7/27/22;19.3;0.9
7/27/22;19.45;0.9
7/27/22;20.0;0.9
7/27/22;20.15;0.9
7/27/22;20.3;0.9
7/27/22;20.45;0.9
7/27/22;21.0;0.9
7/27/22;21.15;0.9
7/27/22;21.3;0.9
7/27/22;21.45;0.9
7/27/22;22.0;0.9
7/27/22;22.15;0.9
7/27/22;22.3;0.9
7/27/22;22.45;0.9
7/27/22;23.0;0.9
7/27/22;23.15;0.9
7/27/22;23.3;0.9
7/27/22;23.45;0.9
7/28/22;0.0;0.9
7/28/22;0.15;0.9
7/28/22;0.3;0.9
7/28/22;0.45;0.9
7/28/22;1.0;0.9
7/28/22;1.15;0.9
7/28/22;1.3;0.9
7/28/22;1.45;0.9
7/28/22;2.0;0.9
7/28/22;2.15;0.9
7/28/22;2.3;0.9
7/28/22;2.45;0.9
7/28/22;3.0;0.9
7/28/22;3.15;0.9
7/28/22;3.3;0.9
7/28/22;3.45;0.9
7/28/22;4.0;0.9
7/28/22;4.15;0.9
7/28/22;4.3;0.9
7/28/22;4.45;0.9
7/28/22;5.0;0.9
7/28/22;5.15;0.9
7/28/22;5.3;0.9
7/28/22;5.45;0.9
7/28/22;6.0;0.9
7/28/22;6.15;0.9
7/28/22;6.3;1.166667
7/28/22;6.45;2.333333
7/28/22;7.0;3.9
7/28/22;7.15;6.366667
7/28/22;7.3;8.086667
7/28/22;7.45;10.23333
7/28/22;8.0;16.15667
7/28/22;8.15;20.86333
7/28/22;8.3;27.20667
7/28/22;8.45;29.51
7/28/22;9.0;36.86333
7/28/22;9.15;41.69333
7/28/22;9.3;42.71
7/28/22;9.45;55.43667
7/28/22;10.0;45.57333
7/28/22;10.15;38.80667
7/28/22;10.3;54.70667
7/28/22;10.45;37.35333
7/28/22;11.0;36.01667
7/28/22;11.15;45.59333
7/28/22;11.3;35.41667
7/28/22;11.45;50.60333
7/28/22;12.0;60.13667
7/28/22;12.15;60.78667
7/28/22;12.3;63.75333
7/28/22;12.45;66.13333
7/28/22;13.0;62.84667
7/28/22;13.15;26.34333
7/28/22;13.3;29.73667
7/28/22;13.45;18.37667
7/28/22;14.0;16.29
7/28/22;14.15;25.71
7/28/22;14.3;78.86
7/28/22;14.45;57.81
7/28/22;15.0;44.87
7/28/22;15.15;23.63
7/28/22;15.3;7.546667
7/28/22;15.45;1.8
7/28/22;16.0;1.066667
7/28/22;16.15;1.033333
7/28/22;16.3;1.2
7/28/22;16.45;2.713333
7/28/22;17.0;5.866667
7/28/22;17.15;5.9
7/28/22;17.3;4.866667
7/28/22;17.45;4.5
7/28/22;18.0;4.35
7/28/22;18.15;2.9
7/28/22;18.3;2.3
7/28/22;18.45;2.8
7/28/22;19.0;2.8
7/28/22;19.15;5.773334
7/28/22;19.3;2.933333
7/28/22;19.45;1.0
7/28/22;20.0;0.2666667
7/28/22;20.15;0.0
7/28/22;20.3;0.0
7/28/22;20.45;0.0
7/28/22;21.0;0.0
7/28/22;21.15;0.0
7/28/22;21.3;0.0
7/28/22;21.45;0.0
7/28/22;22.0;0.0
7/28/22;22.15;0.0
7/28/22;22.3;0.0
7/28/22;22.45;0.0
7/28/22;23.0;0.0
7/28/22;23.15;0.0
7/28/22;23.3;0.0
7/28/22;23.45;0.0
7/29/22;0.0;0.0
7/29/22;0.15;0.0
7/29/22;0.3;0.0
7/29/22;0.45;0.0
7/29/22;1.0;0.0
7/29/22;1.15;0.0
7/29/22;1.3;0.0
7/29/22;1.45;0.0
7/29/22;2.0;0.0
7/29/22;2.15;0.0
7/29/22;2.3;0.0
7/29/22;2.45;0.0
7/29/22;3.0;0.0
7/29/22;3.15;0.0
7/29/22;3.3;0.0
7/29/22;3.45;0.0
7/29/22;4.0;0.0
7/29/22;4.15;0.0
7/29/22;4.3;0.0
7/29/22;4.45;0.0
7/29/22;5.0;0.0
7/29/22;5.15;0.0
7/29/22;5.3;0.0
7/29/22;5.45;0.0
7/29/22;6.0;0.0
7/29/22;6.15;0.0
7/29/22;6.3;0.2
7/29/22;6.45;1.0
7/29/22;7.0;2.066667
7/29/22;7.15;3.266667
7/29/22;7.3;5.266667
7/29/22;7.45;8.133333
7/29/22;8.0;11.43333
7/29/22;8.15;14.53333
7/29/22;8.3;17.33333
7/29/22;8.45;19.76667
7/29/22;9.0;20.53667
7/29/22;9.15;28.40667
7/29/22;9.3;44.23
7/29/22;9.45;42.34667
7/29/22;10.0;32.80333
7/29/22;10.15;43.08
7/29/22;10.3;48.71333
7/29/22;10.45;54.10333
7/29/22;11.0;56.98333
7/29/22;11.15;68.68667
7/29/22;11.3;70.03333
7/29/22;11.45;73.80666
7/29/22;12.0;70.51334
7/29/22;12.15;78.48
7/29/22;12.3;83.86667
7/29/22;12.45;79.92667
7/29/22;13.0;80.16
7/29/22;13.15;70.20667
7/29/22;13.3;50.38334
7/29/22;13.45;82.22667
7/29/22;14.0;67.39333
7/29/22;14.15;64.51667
7/29/22;14.3;72.62666
7/29/22;14.45;55.65
7/29/22;15.0;64.64
7/29/22;15.15;79.03333
7/29/22;15.3;63.71333
7/29/22;15.45;27.17333
7/29/22;16.0;54.35667
7/29/22;16.15;26.78667
7/29/22;16.3;24.65
7/29/22;16.45;29.38667
7/29/22;17.0;49.23333
7/29/22;17.15;29.35333
7/29/22;17.3;30.31
7/29/22;17.45;34.48667
7/29/22;18.0;23.48
7/29/22;18.15;18.32667
7/29/22;18.3;14.04667
7/29/22;18.45;10.19
7/29/22;19.0;7.773333
7/29/22;19.15;8.166666
7/29/22;19.3;6.166667
7/29/22;19.45;2.323333
7/29/22;20.0;0.1666667
7/29/22;20.15;0.0
7/29/22;20.3;0.0
7/29/22;20.45;0.0
7/29/22;21.0;0.0
7/29/22;21.15;0.0
7/29/22;21.3;0.0
7/29/22;21.45;0.0
7/29/22;22.0;0.0
7/29/22;22.15;0.0
7/29/22;22.3;0.0
7/29/22;22.45;0.0
7/29/22;23.0;0.0
7/29/22;23.15;0.0
7/29/22;23.3;0.0
7/29/22;23.45;0.0
7/30/22;0.0;0.0
7/30/22;0.15;0.0
7/30/22;0.3;0.0
7/30/22;0.45;0.0
7/30/22;1.0;0.0
7/30/22;1.15;0.0
7/30/22;1.3;0.0
7/30/22;1.45;0.0
7/30/22;2.0;0.0
7/30/22;2.15;0.0
7/30/22;2.3;0.0
7/30/22;2.45;0.0
7/30/22;3.0;0.0
7/30/22;3.15;0.0
7/30/22;3.3;0.0
7/30/22;3.45;0.0
7/30/22;4.0;0.0
7/30/22;4.15;0.0
7/30/22;4.3;0.0
7/30/22;4.45;0.0
7/30/22;5.0;0.0
7/30/22;5.15;0.0
7/30/22;5.3;0.0
7/30/22;5.45;0.0
7/30/22;6.0;0.0
7/30/22;6.15;0.0
7/30/22;6.3;0.0
7/30/22;6.45;1.333333
7/30/22;7.0;2.066667
7/30/22;7.15;3.366667
7/30/22;7.3;4.0
7/30/22;7.45;3.2
7/30/22;8.0;5.133333
7/30/22;8.15;8.3
7/30/22;8.3;13.07
7/30/22;8.45;15.2
7/30/22;9.0;13.1
7/30/22;9.15;13.83333
7/30/22;9.3;12.7
7/30/22;9.45;12.41667
7/30/22;10.0;19.93
7/30/22;10.15;31.89333
7/30/22;10.3;37.25667
7/30/22;10.45;36.48333
7/30/22;11.0;47.21667
7/30/22;11.15;47.09
7/30/22;11.3;51.65
7/30/22;11.45;55.51667
7/30/22;12.0;54.81
7/30/22;12.15;54.04333
7/30/22;12.3;55.26667
7/30/22;12.45;54.2
7/30/22;13.0;49.67667
7/30/22;13.15;42.10667
7/30/22;13.3;38.49
7/30/22;13.45;38.22
7/30/22;14.0;35.3
7/30/22;14.15;30.02333
7/30/22;14.3;31.24333
7/30/22;14.45;30.53333
7/30/22;15.0;26.96667
7/30/22;15.15;29.16
7/30/22;15.3;39.48333
7/30/22;15.45;40.33333
7/30/22;16.0;47.08667
7/30/22;16.15;75.21333
7/30/22;16.3;52.02333
7/30/22;16.45;29.66333
7/30/22;17.0;39.32333
7/30/22;17.15;33.16333
7/30/22;17.3;23.76333
7/30/22;17.45;17.62
7/30/22;18.0;22.73
7/30/22;18.15;13.96667
7/30/22;18.3;12.84333
7/30/22;18.45;8.296667
7/30/22;19.0;5.733333
7/30/22;19.15;4.933333
7/30/22;19.3;2.673333
7/30/22;19.45;0.4
7/30/22;20.0;0.0
7/30/22;20.15;0.0
7/30/22;20.3;0.0
7/30/22;20.45;0.0
7/30/22;21.0;0.0
7/30/22;21.15;0.0
7/30/22;21.3;0.0
7/30/22;21.45;0.0
7/30/22;22.0;0.0
7/30/22;22.15;0.0
7/30/22;22.3;0.0
7/30/22;22.45;0.0
7/30/22;23.0;0.0
7/30/22;23.15;0.0
7/30/22;23.3;0.0
7/30/22;23.45;0.0
7/31/22;0.0;0.0
7/31/22;0.15;0.0
7/31/22;0.3;0.0
7/31/22;0.45;0.0
7/31/22;1.0;0.0
7/31/22;1.15;0.0
7/31/22;1.3;0.0
7/31/22;1.45;0.0
7/31/22;2.0;0.0
7/31/22;2.15;0.0
7/31/22;2.3;0.0
7/31/22;2.45;0.0
7/31/22;3.0;0.0
7/31/22;3.15;0.0
7/31/22;3.3;0.0
7/31/22;3.45;0.0
7/31/22;4.0;0.0
7/31/22;4.15;0.0
7/31/22;4.3;0.0
7/31/22;4.45;0.0
7/31/22;5.0;0.0
7/31/22;5.15;0.0
7/31/22;5.3;0.0
7/31/22;5.45;0.0
7/31/22;6.0;0.0
7/31/22;6.15;0.0
7/31/22;6.3;0.0
7/31/22;6.45;0.5333334
7/31/22;7.0;2.733333
7/31/22;7.15;2.366667
7/31/22;7.3;3.266667
7/31/22;7.45;8.633333
7/31/22;8.0;10.6
7/31/22;8.15;13.72333
7/31/22;8.3;15.55667
7/31/22;8.45;13.54333
7/31/22;9.0;16.03333
7/31/22;9.15;15.69667
7/31/22;9.3;12.6
7/31/22;9.45;11.03333
7/31/22;10.0;14.81667
7/31/22;10.15;10.87
7/31/22;10.3;13.9
7/31/22;10.45;32.86
7/31/22;11.0;43.69
7/31/22;11.15;46.08333
7/31/22;11.3;57.30667
7/31/22;11.45;49.94667
7/31/22;12.0;38.57333
7/31/22;12.15;67.15667
7/31/22;12.3;83.98666
7/31/22;12.45;70.61
7/31/22;13.0;56.37
7/31/22;13.15;59.26
7/31/22;13.3;36.21
7/31/22;13.45;37.39
7/31/22;14.0;48.95
7/31/22;14.15;48.72667
7/31/22;14.3;62.58
7/31/22;14.45;64.67667
7/31/22;15.0;42.82333
7/31/22;15.15;38.28333
7/31/22;15.3;32.77333
7/31/22;15.45;27.37333
7/31/22;16.0;24.57667
7/31/22;16.15;25.06333
7/31/22;16.3;21.72667
7/31/22;16.45;36.54667
7/31/22;17.0;41.55667
7/31/22;17.15;34.29333
7/31/22;17.3;27.76
7/31/22;17.45;16.91667
7/31/22;18.0;13.66333
7/31/22;18.15;16.67333
7/31/22;18.3;9.416666
7/31/22;18.45;11.47667
7/31/22;19.0;8.806666
7/31/22;19.15;7.216667
7/31/22;19.3;4.823333
7/31/22;19.45;2.7
7/31/22;20.0;0.78
7/31/22;20.15;0.7
7/31/22;20.3;0.7
7/31/22;20.45;0.7
7/31/22;21.0;0.7
7/31/22;21.15;0.7
7/31/22;21.3;0.7
7/31/22;21.45;0.7
7/31/22;22.0;0.7
7/31/22;22.15;0.7
7/31/22;22.3;0.7
7/31/22;22.45;0.7
7/31/22;23.0;0.7
7/31/22;23.15;0.7
7/31/22;23.3;0.7
7/31/22;23.45;0.7
8/1/22;0.0;0.7
